param_name,biome,forcing,criteria,variable,measure,x
default,Temperate seasonal forest,C285,TSKIN_mean_Temperate seasonal forest,TSKIN,mean,21.748542930340157
default,Temperate seasonal forest,C285,TSKIN_iav_Temperate seasonal forest,TSKIN,iav,0.01564090283491048
default,Woodland/shrubland,C285,TSKIN_mean_Woodland/shrubland,TSKIN,mean,38.48134063772844
default,Woodland/shrubland,C285,TSKIN_iav_Woodland/shrubland,TSKIN,iav,0.02675044070756575
default,Temperate grassland/desert,C285,TSKIN_mean_Temperate grassland/desert,TSKIN,mean,20.444043395998232
default,Temperate grassland/desert,C285,TSKIN_iav_Temperate grassland/desert,TSKIN,iav,0.01403871388562561
default,Boreal forest,C285,TSKIN_mean_Boreal forest,TSKIN,mean,25.01657287577806
default,Boreal forest,C285,TSKIN_iav_Boreal forest,TSKIN,iav,0.03391020741400229
default,Tundra,C285,TSKIN_mean_Tundra,TSKIN,mean,22.881063283166405
default,Tundra,C285,TSKIN_iav_Tundra,TSKIN,iav,0.03916798885819689
default,Ice sheet,C285,Q2M_mean_Ice sheet,Q2M,mean,2.3261813916537358e-05
default,Ice sheet,C285,Q2M_iav_Ice sheet,Q2M,iav,6.549744086122553e-07
default,Tropical rain forest,C285,Q2M_mean_Tropical rain forest,Q2M,mean,0.0006211818752110841
default,Tropical rain forest,C285,Q2M_iav_Tropical rain forest,Q2M,iav,7.787510245074735e-06
default,Tropical seasonal forest/savanna,C285,Q2M_mean_Tropical seasonal forest/savanna,Q2M,mean,0.003898315903371876
default,Tropical seasonal forest/savanna,C285,Q2M_iav_Tropical seasonal forest/savanna,Q2M,iav,5.402457403561318e-05
default,Subtropical desert,C285,Q2M_mean_Subtropical desert,Q2M,mean,0.0019018151969590492
default,Subtropical desert,C285,Q2M_iav_Subtropical desert,Q2M,iav,4.6139150090679556e-05
default,Temperate rain forest,C285,Q2M_mean_Temperate rain forest,Q2M,mean,1.372491365044132e-05
default,Temperate rain forest,C285,Q2M_iav_Temperate rain forest,Q2M,iav,2.1677811337123447e-07
default,Temperate seasonal forest,C285,Q2M_mean_Temperate seasonal forest,Q2M,mean,0.0005384338793123551
default,Temperate seasonal forest,C285,Q2M_iav_Temperate seasonal forest,Q2M,iav,8.383713522063852e-06
default,Woodland/shrubland,C285,Q2M_mean_Woodland/shrubland,Q2M,mean,0.0008240406805403718
default,Woodland/shrubland,C285,Q2M_iav_Woodland/shrubland,Q2M,iav,2.0953659262127376e-05
default,Temperate grassland/desert,C285,Q2M_mean_Temperate grassland/desert,Q2M,mean,0.0003229978908192998
default,Temperate grassland/desert,C285,Q2M_iav_Temperate grassland/desert,Q2M,iav,6.7761995367500075e-06
default,Boreal forest,C285,Q2M_mean_Boreal forest,Q2M,mean,0.0003450153750562309
default,Boreal forest,C285,Q2M_iav_Boreal forest,Q2M,iav,6.539786321698979e-06
default,Tundra,C285,Q2M_mean_Tundra,Q2M,mean,0.0002145420825846179
default,Tundra,C285,Q2M_iav_Tundra,Q2M,iav,5.257974790280546e-06
default,Ice sheet,C285,U10_mean_Ice sheet,U10,mean,0.06480342427367128
default,Ice sheet,C285,U10_iav_Ice sheet,U10,iav,0.0017921447918028063
default,Tropical rain forest,C285,U10_mean_Tropical rain forest,U10,mean,0.05385903845542102
default,Tropical rain forest,C285,U10_iav_Tropical rain forest,U10,iav,0.0018608696560018906
default,Tropical seasonal forest/savanna,C285,U10_mean_Tropical seasonal forest/savanna,U10,mean,0.5057974931043877
default,Tropical seasonal forest/savanna,C285,U10_iav_Tropical seasonal forest/savanna,U10,iav,0.005050079936087656
default,Subtropical desert,C285,U10_mean_Subtropical desert,U10,mean,0.6339163361708091
default,Subtropical desert,C285,U10_iav_Subtropical desert,U10,iav,0.003745147342835
default,Temperate rain forest,C285,U10_mean_Temperate rain forest,U10,mean,0.006989676917007226
default,Temperate rain forest,C285,U10_iav_Temperate rain forest,U10,iav,0.0005875691320806374
default,Temperate seasonal forest,C285,U10_mean_Temperate seasonal forest,U10,mean,0.22841647064928106
default,Temperate seasonal forest,C285,U10_iav_Temperate seasonal forest,U10,iav,0.002006601136876548
default,Woodland/shrubland,C285,U10_mean_Woodland/shrubland,U10,mean,0.4152977102375549
default,Woodland/shrubland,C285,U10_iav_Woodland/shrubland,U10,iav,0.004812854656061585
default,Temperate grassland/desert,C285,U10_mean_Temperate grassland/desert,U10,mean,0.22756122986453337
default,Temperate grassland/desert,C285,U10_iav_Temperate grassland/desert,U10,iav,0.003329182347896997
default,Boreal forest,C285,U10_mean_Boreal forest,U10,mean,0.26642256679017995
default,Boreal forest,C285,U10_iav_Boreal forest,U10,iav,0.003691014801320034
default,Tundra,C285,U10_mean_Tundra,U10,mean,0.2645349819173436
default,Tundra,C285,U10_iav_Tundra,U10,iav,0.0019212852033718814
default,Ice sheet,C285,TAUX_mean_Ice sheet,TAUX,mean,-0.0005655627324751098
default,Ice sheet,C285,TAUX_iav_Ice sheet,TAUX,iav,3.271755965714615e-05
default,Tropical rain forest,C285,TAUX_mean_Tropical rain forest,TAUX,mean,-0.00334196532182986
default,Tropical rain forest,C285,TAUX_iav_Tropical rain forest,TAUX,iav,0.00044763147047368696
default,Tropical seasonal forest/savanna,C285,TAUX_mean_Tropical seasonal forest/savanna,TAUX,mean,-0.016515535999386533
default,Tropical seasonal forest/savanna,C285,TAUX_iav_Tropical seasonal forest/savanna,TAUX,iav,0.0003414935944929402
default,Subtropical desert,C285,TAUX_mean_Subtropical desert,TAUX,mean,-0.007568007971978522
default,Subtropical desert,C285,TAUX_iav_Subtropical desert,TAUX,iav,0.0002298746571396304
default,Temperate rain forest,C285,TAUX_mean_Temperate rain forest,TAUX,mean,-0.0005874870805299632
default,Temperate rain forest,C285,TAUX_iav_Temperate rain forest,TAUX,iav,0.00011376322588587232
default,Temperate seasonal forest,C285,TAUX_mean_Temperate seasonal forest,TAUX,mean,-0.011407766597885005
default,Temperate seasonal forest,C285,TAUX_iav_Temperate seasonal forest,TAUX,iav,0.00027451292165926955
default,Woodland/shrubland,C285,TAUX_mean_Woodland/shrubland,TAUX,mean,-0.010715971570995785
default,Woodland/shrubland,C285,TAUX_iav_Woodland/shrubland,TAUX,iav,0.0005527750332582153
default,Temperate grassland/desert,C285,TAUX_mean_Temperate grassland/desert,TAUX,mean,-0.0034418186935106882
default,Temperate grassland/desert,C285,TAUX_iav_Temperate grassland/desert,TAUX,iav,0.0001372057106016554
default,Boreal forest,C285,TAUX_mean_Boreal forest,TAUX,mean,-0.00936305710743245
default,Boreal forest,C285,TAUX_iav_Boreal forest,TAUX,iav,0.00019288104031052464
default,Tundra,C285,TAUX_mean_Tundra,TAUX,mean,-0.0034728627548803437
default,Tundra,C285,TAUX_iav_Tundra,TAUX,iav,9.197697700785952e-05
default,Ice sheet,C285,TAUY_mean_Ice sheet,TAUY,mean,-0.0005655627324751098
default,Ice sheet,C285,TAUY_iav_Ice sheet,TAUY,iav,3.271755965714615e-05
default,Tropical rain forest,C285,TAUY_mean_Tropical rain forest,TAUY,mean,-0.00334196532182986
default,Tropical rain forest,C285,TAUY_iav_Tropical rain forest,TAUY,iav,0.00044763147047368696
default,Tropical seasonal forest/savanna,C285,TAUY_mean_Tropical seasonal forest/savanna,TAUY,mean,-0.016515535999386533
default,Tropical seasonal forest/savanna,C285,TAUY_iav_Tropical seasonal forest/savanna,TAUY,iav,0.0003414935944929402
default,Subtropical desert,C285,TAUY_mean_Subtropical desert,TAUY,mean,-0.007568007971978522
default,Subtropical desert,C285,TAUY_iav_Subtropical desert,TAUY,iav,0.0002298746571396304
default,Temperate rain forest,C285,TAUY_mean_Temperate rain forest,TAUY,mean,-0.0005874870805299632
default,Temperate rain forest,C285,TAUY_iav_Temperate rain forest,TAUY,iav,0.00011376322588587232
default,Temperate seasonal forest,C285,TAUY_mean_Temperate seasonal forest,TAUY,mean,-0.011407766597885005
default,Temperate seasonal forest,C285,TAUY_iav_Temperate seasonal forest,TAUY,iav,0.00027451292165926955
default,Woodland/shrubland,C285,TAUY_mean_Woodland/shrubland,TAUY,mean,-0.010715971570995785
default,Woodland/shrubland,C285,TAUY_iav_Woodland/shrubland,TAUY,iav,0.0005527750332582153
default,Temperate grassland/desert,C285,TAUY_mean_Temperate grassland/desert,TAUY,mean,-0.0034418186935106882
default,Temperate grassland/desert,C285,TAUY_iav_Temperate grassland/desert,TAUY,iav,0.0001372057106016554
default,Boreal forest,C285,TAUY_mean_Boreal forest,TAUY,mean,-0.00936305710743245
default,Boreal forest,C285,TAUY_iav_Boreal forest,TAUY,iav,0.00019288104031052464
default,Tundra,C285,TAUY_mean_Tundra,TAUY,mean,-0.0034728627548803437
default,Tundra,C285,TAUY_iav_Tundra,TAUY,iav,9.197697700785952e-05
default,Ice sheet,C285,GPP_mean_Ice sheet,GPP,mean,0.0
default,Ice sheet,C285,GPP_iav_Ice sheet,GPP,iav,0.0
default,Tropical rain forest,C285,GPP_mean_Tropical rain forest,GPP,mean,2.598061914402799e-06
default,Tropical rain forest,C285,GPP_iav_Tropical rain forest,GPP,iav,3.8062511016296445e-08
default,Tropical seasonal forest/savanna,C285,GPP_mean_Tropical seasonal forest/savanna,GPP,mean,1.2992635466712812e-05
default,Tropical seasonal forest/savanna,C285,GPP_iav_Tropical seasonal forest/savanna,GPP,iav,1.8059631199895956e-07
default,Subtropical desert,C285,GPP_mean_Subtropical desert,GPP,mean,1.7254861337215895e-06
default,Subtropical desert,C285,GPP_iav_Subtropical desert,GPP,iav,1.6744089851297498e-07
default,Temperate rain forest,C285,GPP_mean_Temperate rain forest,GPP,mean,9.337444021374451e-08
default,Temperate rain forest,C285,GPP_iav_Temperate rain forest,GPP,iav,1.652870849909434e-09
default,Temperate seasonal forest,C285,GPP_mean_Temperate seasonal forest,GPP,mean,3.0131866783987373e-06
default,Temperate seasonal forest,C285,GPP_iav_Temperate seasonal forest,GPP,iav,4.884207476765316e-08
default,Woodland/shrubland,C285,GPP_mean_Woodland/shrubland,GPP,mean,3.409531883304527e-06
default,Woodland/shrubland,C285,GPP_iav_Woodland/shrubland,GPP,iav,1.6217882815034538e-07
default,Temperate grassland/desert,C285,GPP_mean_Temperate grassland/desert,GPP,mean,4.789290739976719e-07
default,Temperate grassland/desert,C285,GPP_iav_Temperate grassland/desert,GPP,iav,5.089344107805456e-08
default,Boreal forest,C285,GPP_mean_Boreal forest,GPP,mean,2.4688935850600446e-06
default,Boreal forest,C285,GPP_iav_Boreal forest,GPP,iav,5.1597635717730446e-08
default,Tundra,C285,GPP_mean_Tundra,GPP,mean,1.2249305527046444e-06
default,Tundra,C285,GPP_iav_Tundra,GPP,iav,3.661209522843758e-08
default,Ice sheet,C285,HR_mean_Ice sheet,HR,mean,5.318680946455937e-12
default,Ice sheet,C285,HR_iav_Ice sheet,HR,iav,3.669941486545842e-12
default,Tropical rain forest,C285,HR_mean_Tropical rain forest,HR,mean,1.0560985366011055e-06
default,Tropical rain forest,C285,HR_iav_Tropical rain forest,HR,iav,2.849778268290613e-08
default,Tropical seasonal forest/savanna,C285,HR_mean_Tropical seasonal forest/savanna,HR,mean,4.96385604312763e-06
default,Tropical seasonal forest/savanna,C285,HR_iav_Tropical seasonal forest/savanna,HR,iav,5.736924314075756e-08
default,Subtropical desert,C285,HR_mean_Subtropical desert,HR,mean,5.381090686286738e-07
default,Subtropical desert,C285,HR_iav_Subtropical desert,HR,iav,3.6051462532847335e-08
default,Temperate rain forest,C285,HR_mean_Temperate rain forest,HR,mean,4.0259397181904416e-08
default,Temperate rain forest,C285,HR_iav_Temperate rain forest,HR,iav,6.459269577287844e-10
default,Temperate seasonal forest,C285,HR_mean_Temperate seasonal forest,HR,mean,1.3148495039961717e-06
default,Temperate seasonal forest,C285,HR_iav_Temperate seasonal forest,HR,iav,2.996192171325218e-08
default,Woodland/shrubland,C285,HR_mean_Woodland/shrubland,HR,mean,1.3738262910384344e-06
default,Woodland/shrubland,C285,HR_iav_Woodland/shrubland,HR,iav,5.304709380027432e-08
default,Temperate grassland/desert,C285,HR_mean_Temperate grassland/desert,HR,mean,2.0253965681511898e-07
default,Temperate grassland/desert,C285,HR_iav_Temperate grassland/desert,HR,iav,8.507576828891536e-09
default,Boreal forest,C285,HR_mean_Boreal forest,HR,mean,1.2175188662116803e-06
default,Boreal forest,C285,HR_iav_Boreal forest,HR,iav,4.027400152262304e-08
default,Tundra,C285,HR_mean_Tundra,HR,mean,6.803265558815196e-07
default,Tundra,C285,HR_iav_Tundra,HR,iav,4.391954593608628e-08
default,Ice sheet,C285,AR_mean_Ice sheet,AR,mean,1.7563823327951648e-20
default,Ice sheet,C285,AR_iav_Ice sheet,AR,iav,3.6037584266951176e-20
default,Tropical rain forest,C285,AR_mean_Tropical rain forest,AR,mean,1.5413110378927809e-06
default,Tropical rain forest,C285,AR_iav_Tropical rain forest,AR,iav,2.0709035971810514e-08
default,Tropical seasonal forest/savanna,C285,AR_mean_Tropical seasonal forest/savanna,AR,mean,7.7951090557729e-06
default,Tropical seasonal forest/savanna,C285,AR_iav_Tropical seasonal forest/savanna,AR,iav,1.0466636977251899e-07
default,Subtropical desert,C285,AR_mean_Subtropical desert,AR,mean,1.1336974507198032e-06
default,Subtropical desert,C285,AR_iav_Subtropical desert,AR,iav,1.0529900090596771e-07
default,Temperate rain forest,C285,AR_mean_Temperate rain forest,AR,mean,5.293897793187611e-08
default,Temperate rain forest,C285,AR_iav_Temperate rain forest,AR,iav,1.007490243068729e-09
default,Temperate seasonal forest,C285,AR_mean_Temperate seasonal forest,AR,mean,1.6792716028069194e-06
default,Temperate seasonal forest,C285,AR_iav_Temperate seasonal forest,AR,iav,3.934544550341674e-08
default,Woodland/shrubland,C285,AR_mean_Woodland/shrubland,AR,mean,1.9762665160068213e-06
default,Woodland/shrubland,C285,AR_iav_Woodland/shrubland,AR,iav,1.205978164617572e-07
default,Temperate grassland/desert,C285,AR_mean_Temperate grassland/desert,AR,mean,2.6211140285055074e-07
default,Temperate grassland/desert,C285,AR_iav_Temperate grassland/desert,AR,iav,2.7121293406711756e-08
default,Boreal forest,C285,AR_mean_Boreal forest,AR,mean,1.2173376823821818e-06
default,Boreal forest,C285,AR_iav_Boreal forest,AR,iav,2.7842453302807612e-08
default,Tundra,C285,AR_mean_Tundra,AR,mean,5.320661840517126e-07
default,Tundra,C285,AR_iav_Tundra,AR,iav,2.8429193815080864e-08
default,Ice sheet,C285,ALBEDO_allSW_mean_Ice sheet,ALBEDO_allSW,mean,0.010451372792824579
default,Ice sheet,C285,ALBEDO_allSW_iav_Ice sheet,ALBEDO_allSW,iav,6.341142644154431e-05
default,Tropical rain forest,C285,ALBEDO_allSW_mean_Tropical rain forest,ALBEDO_allSW,mean,0.005472784222667378
default,Tropical rain forest,C285,ALBEDO_allSW_iav_Tropical rain forest,ALBEDO_allSW,iav,4.035576306936888e-06
default,Tropical seasonal forest/savanna,C285,ALBEDO_allSW_mean_Tropical seasonal forest/savanna,ALBEDO_allSW,mean,0.04235768194027397
default,Tropical seasonal forest/savanna,C285,ALBEDO_allSW_iav_Tropical seasonal forest/savanna,ALBEDO_allSW,iav,6.89707941310092e-05
default,Subtropical desert,C285,ALBEDO_allSW_mean_Subtropical desert,ALBEDO_allSW,mean,0.06326021761045109
default,Subtropical desert,C285,ALBEDO_allSW_iav_Subtropical desert,ALBEDO_allSW,iav,0.00035302345211847737
default,Temperate rain forest,C285,ALBEDO_allSW_mean_Temperate rain forest,ALBEDO_allSW,mean,0.00041762992725311694
default,Temperate rain forest,C285,ALBEDO_allSW_iav_Temperate rain forest,ALBEDO_allSW,iav,1.5032552301710035e-05
default,Temperate seasonal forest,C285,ALBEDO_allSW_mean_Temperate seasonal forest,ALBEDO_allSW,mean,0.016636891878047805
default,Temperate seasonal forest,C285,ALBEDO_allSW_iav_Temperate seasonal forest,ALBEDO_allSW,iav,0.0003727279714727441
default,Woodland/shrubland,C285,ALBEDO_allSW_mean_Woodland/shrubland,ALBEDO_allSW,mean,0.031051717008185487
default,Woodland/shrubland,C285,ALBEDO_allSW_iav_Woodland/shrubland,ALBEDO_allSW,iav,0.0008249320404321657
default,Temperate grassland/desert,C285,ALBEDO_allSW_mean_Temperate grassland/desert,ALBEDO_allSW,mean,0.016422256262381862
default,Temperate grassland/desert,C285,ALBEDO_allSW_iav_Temperate grassland/desert,ALBEDO_allSW,iav,0.0002801659297743786
default,Boreal forest,C285,ALBEDO_allSW_mean_Boreal forest,ALBEDO_allSW,mean,0.027312947839203332
default,Boreal forest,C285,ALBEDO_allSW_iav_Boreal forest,ALBEDO_allSW,iav,0.00036183310964210084
default,Tundra,C285,ALBEDO_allSW_mean_Tundra,ALBEDO_allSW,mean,0.03745953431311709
default,Tundra,C285,ALBEDO_allSW_iav_Tundra,ALBEDO_allSW,iav,0.0002773552337492904
default,Ice sheet,C285,ET_mean_Ice sheet,ET,mean,-5.185007361608367e-09
default,Ice sheet,C285,ET_iav_Ice sheet,ET,iav,3.314825942307435e-09
default,Tropical rain forest,C285,ET_mean_Tropical rain forest,ET,mean,1.2793494982073305e-06
default,Tropical rain forest,C285,ET_iav_Tropical rain forest,ET,iav,3.707514907012426e-08
default,Tropical seasonal forest/savanna,C285,ET_mean_Tropical seasonal forest/savanna,ET,mean,7.5267763434315175e-06
default,Tropical seasonal forest/savanna,C285,ET_iav_Tropical seasonal forest/savanna,ET,iav,9.596277900569872e-08
default,Subtropical desert,C285,ET_mean_Subtropical desert,ET,mean,1.5859814614395624e-06
default,Subtropical desert,C285,ET_iav_Subtropical desert,ET,iav,1.2376796031518714e-07
default,Temperate rain forest,C285,ET_mean_Temperate rain forest,ET,mean,2.9359467267557325e-08
default,Temperate rain forest,C285,ET_iav_Temperate rain forest,ET,iav,7.941784375306491e-10
default,Temperate seasonal forest,C285,ET_mean_Temperate seasonal forest,ET,mean,1.2797182942628878e-06
default,Temperate seasonal forest,C285,ET_iav_Temperate seasonal forest,ET,iav,2.435171494644491e-08
default,Woodland/shrubland,C285,ET_mean_Woodland/shrubland,ET,mean,1.9613870125560186e-06
default,Woodland/shrubland,C285,ET_iav_Woodland/shrubland,ET,iav,5.0208409072841727e-08
default,Temperate grassland/desert,C285,ET_mean_Temperate grassland/desert,ET,mean,4.816656901089384e-07
default,Temperate grassland/desert,C285,ET_iav_Temperate grassland/desert,ET,iav,2.6061038691829664e-08
default,Boreal forest,C285,ET_mean_Boreal forest,ET,mean,9.487904551556572e-07
default,Boreal forest,C285,ET_iav_Boreal forest,ET,iav,2.506543317374503e-08
default,Tundra,C285,ET_mean_Tundra,ET,mean,5.579338932329474e-07
default,Tundra,C285,ET_iav_Tundra,ET,iav,1.943560528381036e-08
default,Ice sheet,C867,EFLX_LH_TOT_mean_Ice sheet,EFLX_LH_TOT,mean,-0.015443462524464196
default,Ice sheet,C867,EFLX_LH_TOT_iav_Ice sheet,EFLX_LH_TOT,iav,0.009267661607769973
default,Tropical rain forest,C867,EFLX_LH_TOT_mean_Tropical rain forest,EFLX_LH_TOT,mean,3.2557742982612536
default,Tropical rain forest,C867,EFLX_LH_TOT_iav_Tropical rain forest,EFLX_LH_TOT,iav,0.12087539874362879
default,Tropical seasonal forest/savanna,C867,EFLX_LH_TOT_mean_Tropical seasonal forest/savanna,EFLX_LH_TOT,mean,18.232562863350246
default,Tropical seasonal forest/savanna,C867,EFLX_LH_TOT_iav_Tropical seasonal forest/savanna,EFLX_LH_TOT,iav,0.23215055941708895
default,Subtropical desert,C867,EFLX_LH_TOT_mean_Subtropical desert,EFLX_LH_TOT,mean,3.897846717544252
default,Subtropical desert,C867,EFLX_LH_TOT_iav_Subtropical desert,EFLX_LH_TOT,iav,0.3145127603055009
default,Temperate rain forest,C867,EFLX_LH_TOT_mean_Temperate rain forest,EFLX_LH_TOT,mean,0.0654668029874034
default,Temperate rain forest,C867,EFLX_LH_TOT_iav_Temperate rain forest,EFLX_LH_TOT,iav,0.0021527230855305133
default,Temperate seasonal forest,C867,EFLX_LH_TOT_mean_Temperate seasonal forest,EFLX_LH_TOT,mean,2.766113735753834
default,Temperate seasonal forest,C867,EFLX_LH_TOT_iav_Temperate seasonal forest,EFLX_LH_TOT,iav,0.05046899412579329
default,Woodland/shrubland,C867,EFLX_LH_TOT_mean_Woodland/shrubland,EFLX_LH_TOT,mean,4.725582334550679
default,Woodland/shrubland,C867,EFLX_LH_TOT_iav_Woodland/shrubland,EFLX_LH_TOT,iav,0.098962668102032
default,Temperate grassland/desert,C867,EFLX_LH_TOT_mean_Temperate grassland/desert,EFLX_LH_TOT,mean,1.206200763063784
default,Temperate grassland/desert,C867,EFLX_LH_TOT_iav_Temperate grassland/desert,EFLX_LH_TOT,iav,0.06829909267919496
default,Boreal forest,C867,EFLX_LH_TOT_mean_Boreal forest,EFLX_LH_TOT,mean,1.9465483961024705
default,Boreal forest,C867,EFLX_LH_TOT_iav_Boreal forest,EFLX_LH_TOT,iav,0.05524796891425225
default,Tundra,C867,EFLX_LH_TOT_mean_Tundra,EFLX_LH_TOT,mean,1.219812297042478
default,Tundra,C867,EFLX_LH_TOT_iav_Tundra,EFLX_LH_TOT,iav,0.03877744566791341
default,Ice sheet,C867,FSH_mean_Ice sheet,FSH,mean,-0.2353955795031133
default,Ice sheet,C867,FSH_iav_Ice sheet,FSH,iav,0.03222668858351819
default,Tropical rain forest,C867,FSH_mean_Tropical rain forest,FSH,mean,0.6296739580172259
default,Tropical rain forest,C867,FSH_iav_Tropical rain forest,FSH,iav,0.08938931283823327
default,Tropical seasonal forest/savanna,C867,FSH_mean_Tropical seasonal forest/savanna,FSH,mean,10.86603137479422
default,Tropical seasonal forest/savanna,C867,FSH_iav_Tropical seasonal forest/savanna,FSH,iav,0.16809265884396418
default,Subtropical desert,C867,FSH_mean_Subtropical desert,FSH,mean,11.86647310482841
default,Subtropical desert,C867,FSH_iav_Subtropical desert,FSH,iav,0.11265157476765666
default,Temperate rain forest,C867,FSH_mean_Temperate rain forest,FSH,mean,0.03519782304408921
default,Temperate rain forest,C867,FSH_iav_Temperate rain forest,FSH,iav,0.004164486330001469
default,Temperate seasonal forest,C867,FSH_mean_Temperate seasonal forest,FSH,mean,1.9936385847276685
default,Temperate seasonal forest,C867,FSH_iav_Temperate seasonal forest,FSH,iav,0.06783848293414076
default,Woodland/shrubland,C867,FSH_mean_Woodland/shrubland,FSH,mean,4.4222982395348875
default,Woodland/shrubland,C867,FSH_iav_Woodland/shrubland,FSH,iav,0.09989742582263812
default,Temperate grassland/desert,C867,FSH_mean_Temperate grassland/desert,FSH,mean,3.229312061205067
default,Temperate grassland/desert,C867,FSH_iav_Temperate grassland/desert,FSH,iav,0.04648172288669443
default,Boreal forest,C867,FSH_mean_Boreal forest,FSH,mean,2.266717974375674
default,Boreal forest,C867,FSH_iav_Boreal forest,FSH,iav,0.07008526372611527
default,Tundra,C867,FSH_mean_Tundra,FSH,mean,0.9820297542194524
default,Tundra,C867,FSH_iav_Tundra,FSH,iav,0.1280785222372921
default,Ice sheet,C867,QVEGT_mean_Ice sheet,QVEGT,mean,8.805528164864614e-17
default,Ice sheet,C867,QVEGT_iav_Ice sheet,QVEGT,iav,1.113319359387616e-16
default,Tropical rain forest,C867,QVEGT_mean_Tropical rain forest,QVEGT,mean,5.312766801643503e-07
default,Tropical rain forest,C867,QVEGT_iav_Tropical rain forest,QVEGT,iav,9.459093237510434e-09
default,Tropical seasonal forest/savanna,C867,QVEGT_mean_Tropical seasonal forest/savanna,QVEGT,mean,3.6797329998783127e-06
default,Tropical seasonal forest/savanna,C867,QVEGT_iav_Tropical seasonal forest/savanna,QVEGT,iav,3.2140430576494535e-08
default,Subtropical desert,C867,QVEGT_mean_Subtropical desert,QVEGT,mean,7.326023461132399e-07
default,Subtropical desert,C867,QVEGT_iav_Subtropical desert,QVEGT,iav,7.351148608601758e-08
default,Temperate rain forest,C867,QVEGT_mean_Temperate rain forest,QVEGT,mean,7.935366597581839e-09
default,Temperate rain forest,C867,QVEGT_iav_Temperate rain forest,QVEGT,iav,2.291707367652819e-10
default,Temperate seasonal forest,C867,QVEGT_mean_Temperate seasonal forest,QVEGT,mean,5.661612439294394e-07
default,Temperate seasonal forest,C867,QVEGT_iav_Temperate seasonal forest,QVEGT,iav,1.604644062145701e-08
default,Woodland/shrubland,C867,QVEGT_mean_Woodland/shrubland,QVEGT,mean,1.1137478535773318e-06
default,Woodland/shrubland,C867,QVEGT_iav_Woodland/shrubland,QVEGT,iav,4.1604048831479346e-08
default,Temperate grassland/desert,C867,QVEGT_mean_Temperate grassland/desert,QVEGT,mean,2.2655622004229208e-07
default,Temperate grassland/desert,C867,QVEGT_iav_Temperate grassland/desert,QVEGT,iav,2.4187696528140577e-08
default,Boreal forest,C867,QVEGT_mean_Boreal forest,QVEGT,mean,4.003601435437669e-07
default,Boreal forest,C867,QVEGT_iav_Boreal forest,QVEGT,iav,1.67076234335093e-08
default,Tundra,C867,QVEGT_mean_Tundra,QVEGT,mean,2.2416278400897326e-07
default,Tundra,C867,QVEGT_iav_Tundra,QVEGT,iav,8.394249534907539e-09
default,Ice sheet,C867,QVEGE_mean_Ice sheet,QVEGE,mean,-4.075985022571129e-11
default,Ice sheet,C867,QVEGE_iav_Ice sheet,QVEGE,iav,1.4271588711545413e-11
default,Tropical rain forest,C867,QVEGE_mean_Tropical rain forest,QVEGE,mean,7.033572782109486e-07
default,Tropical rain forest,C867,QVEGE_iav_Tropical rain forest,QVEGE,iav,4.721649344778935e-08
default,Tropical seasonal forest/savanna,C867,QVEGE_mean_Tropical seasonal forest/savanna,QVEGE,mean,2.2568924365757186e-06
default,Tropical seasonal forest/savanna,C867,QVEGE_iav_Tropical seasonal forest/savanna,QVEGE,iav,7.481675204020449e-08
default,Subtropical desert,C867,QVEGE_mean_Subtropical desert,QVEGE,mean,1.1840230572437657e-07
default,Subtropical desert,C867,QVEGE_iav_Subtropical desert,QVEGE,iav,1.5208919085887313e-08
default,Temperate rain forest,C867,QVEGE_mean_Temperate rain forest,QVEGE,mean,1.5062022701921665e-08
default,Temperate rain forest,C867,QVEGE_iav_Temperate rain forest,QVEGE,iav,8.919041618854378e-10
default,Temperate seasonal forest,C867,QVEGE_mean_Temperate seasonal forest,QVEGE,mean,3.3254226955709993e-07
default,Temperate seasonal forest,C867,QVEGE_iav_Temperate seasonal forest,QVEGE,iav,1.6319071396427008e-08
default,Woodland/shrubland,C867,QVEGE_mean_Woodland/shrubland,QVEGE,mean,3.698824803289928e-07
default,Woodland/shrubland,C867,QVEGE_iav_Woodland/shrubland,QVEGE,iav,1.328440520636684e-08
default,Temperate grassland/desert,C867,QVEGE_mean_Temperate grassland/desert,QVEGE,mean,2.9362391018219974e-08
default,Temperate grassland/desert,C867,QVEGE_iav_Temperate grassland/desert,QVEGE,iav,3.6976314779495356e-09
default,Boreal forest,C867,QVEGE_mean_Boreal forest,QVEGE,mean,1.8870121390060714e-07
default,Boreal forest,C867,QVEGE_iav_Boreal forest,QVEGE,iav,5.514983208007366e-09
default,Tundra,C867,QVEGE_mean_Tundra,QVEGE,mean,5.7113120649964805e-08
default,Tundra,C867,QVEGE_iav_Tundra,QVEGE,iav,2.9108823835068356e-09
default,Ice sheet,C867,QSOIL_mean_Ice sheet,QSOIL,mean,-5.147970048280358e-09
default,Ice sheet,C867,QSOIL_iav_Ice sheet,QSOIL,iav,3.3166569035607808e-09
default,Tropical rain forest,C867,QSOIL_mean_Tropical rain forest,QSOIL,mean,6.715504526483564e-08
default,Tropical rain forest,C867,QSOIL_iav_Tropical rain forest,QSOIL,iav,1.5142638907911516e-09
default,Tropical seasonal forest/savanna,C867,QSOIL_mean_Tropical seasonal forest/savanna,QSOIL,mean,1.3534836722736252e-06
