param_name,biome,criteria,rank,variable,measure,xmin,xmax,range
som_diffus,global,EFLX_LH_TOT_MEAN_global,138,EFLX_LH_TOT,mean,42.666312650831195,42.67937946239477,0.013066811563575698
snow_canopy_storage_scalar,global,EFLX_LH_TOT_MEAN_global,139,EFLX_LH_TOT,mean,42.64915135834676,42.661758257214636,0.012606898867879579
mu,global,EFLX_LH_TOT_MEAN_global,140,EFLX_LH_TOT,mean,42.65831039949738,42.66881025647581,0.010499856978427147
fm_droot,global,EFLX_LH_TOT_MEAN_global,141,EFLX_LH_TOT,mean,42.65197184087781,42.661801616216536,0.009829775338722868
luna_theta_cj,global,EFLX_LH_TOT_MEAN_global,142,EFLX_LH_TOT,mean,42.664920484005805,42.65563467888303,0.009285805122772217
cryoturb_diffusion_k,global,EFLX_LH_TOT_MEAN_global,143,EFLX_LH_TOT,mean,42.66165546772582,42.652525365706325,0.009130102019497599
akn_active,global,EFLX_LH_TOT_MEAN_global,144,EFLX_LH_TOT,mean,42.65840249478683,42.66691012306875,0.00850762828192586
Q10,global,EFLX_LH_TOT_MEAN_global,145,EFLX_LH_TOT,mean,42.65803209487559,42.650011884538394,0.008020210337193134
freelivfix_intercept,global,EFLX_LH_TOT_MEAN_global,146,EFLX_LH_TOT,mean,42.6549864534145,42.662708914751356,0.0077224613368542805
akc_active,global,EFLX_LH_TOT_MEAN_global,147,EFLX_LH_TOT,mean,42.661479822454595,42.65379147894676,0.007688343507837203
cmb_cmplt_fact_cwd,global,EFLX_LH_TOT_MEAN_global,148,EFLX_LH_TOT,mean,42.65481577197671,42.66207757208813,0.00726180011142219
z_dl,global,EFLX_LH_TOT_MEAN_global,149,EFLX_LH_TOT,mean,42.65587999599527,42.66258419364626,0.0067041976509898404
rf_l3s2_bgc,global,EFLX_LH_TOT_MEAN_global,150,EFLX_LH_TOT,mean,42.6496827957976,42.655763642772406,0.006080846974803933
occur_hi_gdp_tree,global,EFLX_LH_TOT_MEAN_global,151,EFLX_LH_TOT,mean,42.65266365006302,42.658159862626306,0.005496212563286917
tausvis,global,EFLX_LH_TOT_MEAN_global,152,EFLX_LH_TOT,mean,42.659547848780065,42.65430754290145,0.005240305878615459
